OrderID,OrderDate,CustomerID,CustomerName,Email,Region,Country,ProductCategory,ProductName,Quantity,UnitPrice,Discount,ShippingCost,PaymentMethod,OrderStatus,SignupDate,order_before_signup
ORD-11482,2024-03-05,CUST1235,Kathryn Snyder,kathryn.snyder46@gmail.com,West,Canada,Toys,Action Figure,4.0,16.2,0.0,9.43,Credit Card,Cancelled,2022-09-28,False
ORD-12323,2023-02-07,CUST1217,Mark Brown,mark.brown97@gmail.com,West,Mexico,Electronics,Wireless Earbuds,2.0,39.06,0.15,15.3,Debit Card,Delivered,2021-06-17,False
ORD-10879,2023-01-14,CUST1758,Heather Woodard,heather.woodard92@gmail.com,West,United States,Toys,Puzzle 1000PC,5.0,30.43,0.0,22.65,Paypal,Pending,2021-12-25,False
ORD-10802,2024-02-11,CUST1382,Douglas Gregory,douglas.gregory7@outlook.com,Central,Canada,Sports & Outdoors,Camping Tent,3.0,93.77,0.05,2.83,Credit Card,Shipped,2023-02-12,False
ORD-12297,2024-06-24,CUST1666,David Harris,david.harris75@hotmail.com,Central,United States,Sports & Outdoors,Resistance Bands,2.0,47.6,0.15,7.79,Credit Card,Pending,2023-11-08,False
ORD-12809,2023-01-20,CUST1154,Brenda Hall,brenda.hall42@yahoo.com,West,United States,Apparel,Running Shoes,1.0,11.25,0.25,4.46,Credit Card,Pending,2022-05-05,False
ORD-11866,2024-06-10,CUST1155,Michelle Brown,michelle.brown53@gmail.com,West,Mexico,Electronics,Smartwatch,1.0,116.35,0.15,1.24,Paypal,Cancelled,2022-10-14,False
ORD-13129,2023-07-25,CUST1705,James Tran,james.tran87@outlook.com,Central,United States,Beauty,Sunscreen SPF50,1.0,30.325,0.2,12.13,Credit Card,Delivered,2021-01-23,False
ORD-11577,2024-07-26,CUST1195,Allen Rosales,allen.rosales31@outlook.com,East,Canada,Apparel,Baseball Cap,1.0,40.1,0.25,16.41,Credit Card,Cancelled,2021-02-02,False
ORD-12422,2024-02-07,CUST1464,Jose Allen,jose.allen69@yahoo.com,East,United States,Apparel,Baseball Cap,1.0,60.48,0.0,19.25,Gift Card,Pending,2022-10-25,False
ORD-10833,2024-03-21,CUST1492,William Gould,william@gmail.com,North,Canada,Home & Kitchen,LED Desk Lamp,3.0,31.66,0.0,23.15,Credit Card,Delivered,2022-06-21,False
ORD-11674,2023-01-16,CUST1815,Anna Estes,anna.estes58@outlook.com,South,United States,Home & Kitchen,Air Fryer,5.0,92.34,0.25,17.56,Credit Card,Shipped,2024-06-29,True
ORD-11285,2024-03-23,CUST1290,David Smith,david.smith58@yahoo.com,East,Mexico,Sports & Outdoors,Resistance Bands,3.0,111.66,0.0,23.77,Debit Card,Returned,2023-07-01,False
ORD-11262,2024-10-09,CUST1072,Brittney Phillips,brittney.phillips53@outlook.com,East,Canada,Toys,RC Car,6.0,22.18,0.0,1.45,Paypal,Pending,2023-04-05,False
ORD-11133,2024-01-09,CUST1577,Raymond Le,raymond.le87@yahoo.com,South,United States,Electronics,Smartwatch,1.0,40.0,0.05,10.96,Credit Card,Delivered,2021-09-04,False
ORD-12042,2024-10-29,CUST1580,William Evans,william.evans9@gmail.com,West,Canada,Home & Kitchen,Air Fryer,1.0,167.04,0.0,9.72,Paypal,Shipped,2023-03-06,False
ORD-11942,2024-11-19,CUST1642,Joshua Rice,joshua.rice94@gmail.com,South,Canada,Home & Kitchen,Coffee Maker,3.0,57.16,0.0,3.81,Credit Card,Delivered,2023-03-02,False
ORD-11752,2024-08-03,CUST1188,Madison Poole,madison.poole31@outlook.com,East,Canada,Sports & Outdoors,Hiking Backpack,6.0,17.23,0.05,4.72,Gift Card,Returned,2021-07-23,False
ORD-11021,2023-03-05,CUST1026,Justin Baker,justin.baker69@yahoo.com,West,Canada,Home & Kitchen,LED Desk Lamp,2.0,53.91,0.15,23.57,Gift Card,Cancelled,2021-09-20,False
ORD-11697,2024-05-09,CUST1413,Joanna Pacheco,joanna.pacheco49@yahoo.com,East,Canada,Apparel,Running Shoes,3.0,83.23,0.0,21.07,Gift Card,Cancelled,2023-09-03,False
ORD-11940,2024-11-24,CUST1820,Debra Perry,debra.perry43@gmail.com,East,United States,Apparel,Wool Sweater,4.0,16.37,0.0,24.33,Credit Card,Cancelled,2021-10-27,False
ORD-11311,2023-09-10,CUST1746,Michael Henry,michael.henry95@gmail.com,East,United States,Sports & Outdoors,Water Bottle,4.0,110.46,0.2,18.29,Credit Card,Pending,2023-05-22,False
ORD-10081,2024-05-30,CUST1259,Kristen Reyes,mrs..reyes11@outlook.com,East,Canada,Apparel,Cotton T-Shirt,3.0,80.14,0.1,1.96,Paypal,Pending,2022-04-05,False
ORD-10164,2024-10-24,CUST1389,Scott Williams,scott.williams6@yahoo.com,East,Canada,Home & Kitchen,Air Fryer,2.0,32.57,0.0,24.42,Credit Card,Pending,2021-10-26,False
ORD-12280,2024-06-05,CUST1744,Travis Harris,travis.harris17@gmail.com,Central,United States,Electronics,USB-C Cable,1.0,52.27,0.1,16.57,Credit Card,Cancelled,2024-08-22,True
ORD-10065,2023-03-19,CUST1446,Brenda Wright,brenda.wright69@yahoo.com,South,United States,Beauty,Shampoo Set,5.0,37.55,0.0,16.29,Paypal,Pending,2023-01-20,False
ORD-11002,2023-07-18,CUST1725,Rebecca Marquez,rebecca.marquez30@gmail.com,South,Canada,Electronics,Smartwatch,6.0,73.66,0.0,8.53,Debit Card,Cancelled,2022-06-26,False
ORD-11707,2024-09-08,CUST1554,Robert Morgan,robert.morgan73@gmail.com,East,Mexico,Beauty,Sunscreen SPF50,3.0,51.45,0.25,12.49,Paypal,Returned,2023-10-14,False
ORD-11681,2024-01-29,CUST1846,Brandi Haney,brandi.haney82@gmail.com,West,United States,Apparel,Baseball Cap,2.0,50.75,0.0,2.04,Gift Card,Pending,2023-01-10,False
ORD-10245,2024-10-15,CUST1381,Paul Wilson,paul.wilson11@hotmail.com,Central,Mexico,Home & Kitchen,Throw Blanket,1.0,138.22,0.0,15.39,Debit Card,Delivered,2023-01-30,False
ORD-13024,2024-11-14,CUST1340,Allison Smith,allison.smith95@yahoo.com,Central,United States,Toys,Board Game,5.0,30.34,0.0,12.13,Debit Card,Cancelled,2022-05-12,False
ORD-10767,2023-06-09,CUST1638,Maria Fisher,maria.fisher13@outlook.com,West,United States,Electronics,USB-C Cable,4.0,106.5,0.1,7.48,Paypal,Delivered,2024-08-12,True
ORD-10069,2023-04-20,CUST1241,Matthew Moon,matthew.moon47@outlook.com,West,United States,Home & Kitchen,Throw Blanket,2.0,33.64,0.15,11.97,Credit Card,Cancelled,2022-08-03,False
ORD-12671,2023-03-21,CUST1155,Michelle Brown,michelle.brown53@gmail.com,West,Mexico,Beauty,Hair Dryer,5.0,39.81,0.2,2.82,Debit Card,Cancelled,2022-10-14,False
ORD-11332,2024-11-25,CUST1352,Kerry Chavez Dds,kerry.dds32@gmail.com,South,United States,Toys,Board Game,4.0,11.999,0.0,10.88,Debit Card,Returned,2022-06-19,False
ORD-11233,2024-02-16,CUST1240,Andrew Avila,andrew.avila6@yahoo.com,Central,Canada,Electronics,Webcam,5.0,211.17,0.15,16.24,Credit Card,Returned,2023-06-16,False
ORD-12291,2023-12-13,CUST1734,Steven Stein,steven.stein62@yahoo.com,West,Canada,Toys,Board Game,5.0,69.7,0.05,23.01,Debit Card,Pending,2024-04-24,True
ORD-11435,2024-01-15,CUST1311,Victor Taylor,victor.taylor7@outlook.com,West,United States,Home & Kitchen,Throw Blanket,5.0,113.22,0.2,18.72,Debit Card,Cancelled,2023-02-26,False
ORD-11597,2024-11-20,CUST1625,Michael Miller,michael.miller67@outlook.com,South,United States,Electronics,Laptop Stand,6.0,52.48,0.0,9.93,Gift Card,Delivered,2023-06-08,False
ORD-12677,2023-05-29,CUST1534,Anthony Gonzales,anthony.gonzales32@outlook.com,Central,United States,Toys,RC Car,2.0,46.84,0.05,11.82,Gift Card,Returned,2023-10-19,True
ORD-11930,,CUST1084,Zachary Ferrell,zachary.ferrell71@hotmail.com,West,United States,Apparel,Wool Sweater,6.0,76.77,0.0,15.26,Debit Card,Delivered,2021-11-22,False
ORD-12870,2024-05-18,CUST1270,Jasmin Alvarado,jasmin.alvarado85@gmail.com,East,United States,Electronics,USB-C Cable,1.0,163.17,0.1,14.02,Credit Card,Cancelled,2024-04-06,False
ORD-12201,2024-09-09,CUST1578,Melissa Bishop,melissa.bishop25@yahoo.com,North,Mexico,Sports & Outdoors,Hiking Backpack,1.0,108.08,0.25,4.57,Credit Card,Returned,2021-03-29,False
ORD-11343,2023-08-06,CUST1506,Brandon Fleming,brandon.fleming20@yahoo.com,West,United States,Toys,Action Figure,5.0,55.81,0.0,12.82,Paypal,Delivered,2021-03-14,False
ORD-10003,2023-09-20,CUST1375,Paul Lewis,paul.lewis19@yahoo.com,East,Canada,Toys,Puzzle 1000PC,3.0,64.27,0.2,1.4,Paypal,Pending,2023-04-27,False
ORD-10488,2024-08-02,CUST1573,Nancy Brown,nancy.brown86@gmail.com,East,Canada,Apparel,Wool Sweater,2.0,24.64,0.2,6.12,Credit Card,Delivered,2021-06-25,False
ORD-10264,2023-04-26,CUST1578,Melissa Bishop,melissa.bishop25@yahoo.com,North,Mexico,Beauty,Hair Dryer,6.0,49.98,0.0,14.38,Gift Card,Pending,2021-03-29,False
ORD-12563,2024-07-20,CUST1125,Erin Edwards,erin@gmail.com,Central,United States,Apparel,Denim Jacket,3.0,81.64,0.0,1.97,Debit Card,Pending,2022-05-24,False
ORD-12088,2024-10-07,CUST1420,George Harper,george@gmail.com,West,United States,Beauty,Lipstick,6.0,49.19,0.0,3.28,Debit Card,Shipped,2023-10-06,False
ORD-12353,2023-08-28,CUST1711,Stephanie Elliott,stephanie.elliott46@yahoo.com,North,United States,Apparel,Cotton T-Shirt,4.0,21.31,0.1,14.28,Credit Card,Shipped,2024-09-04,True
ORD-11894,2023-12-11,CUST1318,Stephen Hoffman,,East,Canada,Apparel,Denim Jacket,4.0,89.99,0.0,7.83,Gift Card,Returned,2024-02-25,True
ORD-11063,2024-09-10,CUST1239,Yvonne Chambers,yvonne.chambers8@hotmail.com,North,Canada,Toys,Action Figure,2.0,44.28,0.0,12.19,Gift Card,Delivered,2021-07-31,False
ORD-12221,2023-12-31,CUST1551,Angel Gordon,angel.gordon72@outlook.com,Central,United States,Beauty,Face Moisturizer,2.0,41.06,0.0,21.9,Debit Card,Cancelled,2022-04-03,False
ORD-12606,2024-04-03,CUST1791,Cody Reid,cody.reid33@outlook.com,North,United States,Toys,Puzzle 1000PC,6.0,42.26,0.25,4.07,Gift Card,Shipped,2021-02-10,False
ORD-11689,2023-09-01,CUST1028,Zachary Hicks,zachary.hicks86@outlook.com,West,Canada,Beauty,Hair Dryer,1.0,39.96,0.0,4.03,Gift Card,Returned,2023-06-17,False
ORD-10554,,CUST1560,Nancy Evans Md,nancy.md5@outlook.com,East,Canada,Apparel,Cotton T-Shirt,1.0,67.84,0.0,6.48,Debit Card,Returned,2021-11-02,False
ORD-11485,2023-07-20,CUST1000,Allison Hill,allison.hill4@outlook.com,South,Mexico,Home & Kitchen,LED Desk Lamp,6.0,123.18,0.0,24.82,Credit Card,Delivered,2022-05-17,False
ORD-12626,2023-08-26,CUST1663,Samuel Turner,samuel.turner51@yahoo.com,East,Canada,Home & Kitchen,Non-Stick Pan Set,4.0,169.86,0.15,7.97,Debit Card,Pending,2023-07-26,False
ORD-11382,2023-09-09,CUST1325,Patrick Moore,patrick.moore91@outlook.com,East,United States,Apparel,Baseball Cap,1.0,54.71,0.0,9.3,Gift Card,Pending,2023-08-31,False
ORD-11250,2024-04-16,CUST1687,Robert Jackson,robert.jackson24@gmail.com,West,Canada,Sports & Outdoors,Camping Tent,1.0,24.28,0.1,19.12,Credit Card,Returned,2023-11-01,False
ORD-12667,2023-10-28,CUST1537,Bianca Wood,bianca.wood46@hotmail.com,East,Canada,Electronics,Smartwatch,3.0,156.79,0.0,17.28,Debit Card,Shipped,2024-01-21,True
ORD-10922,2024-07-27,CUST1098,Jessica Smith,,South,Canada,Beauty,Face Moisturizer,1.0,44.68,0.05,10.03,Paypal,Delivered,2021-03-05,False
ORD-12207,2024-12-07,CUST1805,Ronald Potter,ronald.potter76@hotmail.com,Central,United States,Home & Kitchen,LED Desk Lamp,6.0,70.63,0.0,18.16,Credit Card,Returned,2024-07-16,False
ORD-12486,2023-04-11,CUST1708,Joseph Williams,joseph.williams29@outlook.com,South,Mexico,Toys,Action Figure,1.0,28.36,0.0,0.3,Credit Card,Pending,2022-02-02,False
ORD-11420,2023-07-09,CUST1022,Ethan Adams,ethan.adams81@outlook.com,Central,United States,Home & Kitchen,Air Fryer,3.0,62.06,0.25,8.6,Paypal,Shipped,2024-08-01,True
ORD-12610,2023-03-10,CUST1144,Amber Wright,amber.wright25@outlook.com,West,Canada,Sports & Outdoors,Yoga Mat,5.0,135.89,0.05,11.63,Credit Card,Returned,2024-06-29,True
ORD-10067,2023-10-21,CUST1649,Alexis Harris,alexis.harris13@hotmail.com,South,United States,Sports & Outdoors,Yoga Mat,1.0,53.48,0.0,12.225000000000001,Paypal,Delivered,2024-09-17,True
ORD-10607,2023-06-09,CUST1417,Carrie Wright,carrie.wright42@hotmail.com,West,United States,Beauty,Hair Dryer,2.0,38.55,0.0,3.32,Paypal,Returned,2021-01-26,False
ORD-12241,2023-12-22,CUST1524,Krista Martinez,krista.martinez42@yahoo.com,South,United States,Electronics,Webcam,1.0,140.01,0.0,23.64,Gift Card,Cancelled,2021-07-06,False
ORD-10687,2023-06-16,CUST1510,Rebecca Hicks,rebecca.hicks2@outlook.com,Central,United States,Apparel,Denim Jacket,5.0,37.03,0.0,1.15,Credit Card,Shipped,2022-02-15,False
ORD-11470,2023-04-06,CUST1086,Shirley Suarez,shirley.suarez92@outlook.com,East,United States,Sports & Outdoors,Yoga Mat,4.0,121.36,0.0,4.05,Gift Card,Returned,2022-04-26,False
ORD-12138,2024-01-17,CUST1701,James Watson,james.watson1@gmail.com,North,United States,Sports & Outdoors,Water Bottle,1.0,81.03,0.15,24.59,Credit Card,Returned,2024-04-14,True
ORD-12863,2024-07-05,CUST1691,Pamela Gutierrez,pamela.gutierrez88@outlook.com,West,United States,Electronics,Bluetooth Speaker,3.0,136.27,0.25,0.37,Debit Card,Delivered,2023-02-21,False
ORD-10131,2023-02-16,CUST1832,Scott Alexander,scott.alexander97@outlook.com,South,Canada,Sports & Outdoors,Water Bottle,3.0,148.16,0.25,19.62,Credit Card,Pending,2023-06-18,True
ORD-11944,2023-04-25,CUST1536,Morgan Valencia,morgan.valencia68@yahoo.com,North,United States,Sports & Outdoors,Yoga Mat,2.0,77.2473,0.0,24.22,Paypal,Pending,2024-07-15,True
ORD-10392,2023-04-05,CUST1321,Charles Shah,charles.shah97@yahoo.com,Central,United States,Beauty,Shampoo Set,2.0,54.44,0.0,12.13,Gift Card,Pending,2022-02-12,False
ORD-11222,2024-11-29,CUST1440,Jeremy Mitchell,jeremy.mitchell58@outlook.com,North,Mexico,Sports & Outdoors,Water Bottle,4.0,121.74,0.0,20.71,Debit Card,Shipped,2021-05-18,False
ORD-12973,2023-06-01,CUST1766,Raymond Chapman,raymond.chapman14@gmail.com,East,Canada,Electronics,Webcam,2.0,40.79,0.1,7.71,Credit Card,Cancelled,2023-10-28,True
ORD-11764,2023-05-16,CUST1564,Molly Watts,molly.watts21@gmail.com,South,United States,Home & Kitchen,Air Fryer,6.0,134.28,0.0,1.94,Gift Card,Shipped,2021-07-27,False
ORD-11300,2024-04-12,CUST1292,Jeremy Reed,jeremy.reed16@yahoo.com,West,Canada,Beauty,Hair Dryer,5.0,51.76,0.0,11.97,Paypal,Cancelled,2021-10-12,False
ORD-11196,2024-03-27,CUST1586,Dwayne Klein,dwayne.klein89@hotmail.com,East,Mexico,Beauty,Hair Dryer,3.0,59.57,0.0,19.81,Credit Card,Delivered,2021-03-21,False
ORD-11512,2023-05-02,CUST1390,Thomas Atkins,thomas.atkins75@hotmail.com,South,United States,Apparel,Running Shoes,2.0,16.6,0.05,5.14,Gift Card,Cancelled,2022-08-28,False
ORD-12228,2023-09-13,CUST1057,Richard Aguirre,richard.aguirre72@gmail.com,South,Canada,Beauty,Sunscreen SPF50,4.0,50.34,0.0,0.56,Debit Card,Pending,2021-08-18,False
ORD-12411,2023-11-28,CUST1295,John Young,john.young53@gmail.com,North,United States,Beauty,Sunscreen SPF50,3.0,26.89,0.05,6.25,Credit Card,Pending,2021-09-14,False
ORD-10638,2023-05-03,CUST1455,Marie Moody,marie.moody50@hotmail.com,West,United States,Sports & Outdoors,Resistance Bands,3.0,59.89,0.25,8.06,Paypal,Returned,2023-04-18,False
ORD-11320,2023-03-01,CUST1431,Jack White,jack@gmail.com,Central,United States,Beauty,Shampoo Set,3.0,14.23,0.1,22.77,Gift Card,Cancelled,2024-05-09,True
ORD-11041,2024-11-30,CUST1158,Melissa Gates,melissa.gates2@yahoo.com,South,Canada,Apparel,Denim Jacket,1.0,80.03,0.05,0.69,Credit Card,Delivered,2023-04-20,False
ORD-12436,2024-09-20,CUST1808,Patricia Young Phd,patricia.phd1@yahoo.com,West,Canada,Electronics,Webcam,3.0,26.94,0.0,0.58,Gift Card,Delivered,2022-06-12,False
ORD-11725,2024-08-04,CUST1173,Matthew Harrington,,West,United States,Beauty,Face Moisturizer,4.0,43.66,0.15,15.43,Credit Card,Shipped,2021-04-11,False
ORD-10361,2023-05-21,CUST1109,Sharon Cochran,sharon.cochran32@hotmail.com,West,United States,Home & Kitchen,Throw Blanket,2.0,75.02,0.1,15.07,Credit Card,Delivered,2024-03-13,True
ORD-10298,2023-11-11,CUST1782,Chelsea Nguyen,chelsea.nguyen79@outlook.com,East,United States,Home & Kitchen,Air Fryer,1.0,161.84,0.0,6.83,Debit Card,Pending,2022-01-19,False
ORD-12556,2024-07-15,CUST1727,Nancy Stewart,,North,Mexico,Electronics,Wireless Earbuds,1.0,206.42,0.05,4.68,Credit Card,Delivered,2024-08-21,True
ORD-10175,2022-08-25,CUST1424,Felicia Aguilar,felicia.aguilar84@yahoo.com,Central,Mexico,Home & Kitchen,LED Desk Lamp,5.0,175.63,0.2,4.34,Paypal,Pending,2022-08-09,False
ORD-12419,2024-02-17,CUST1685,Michael Scott Phd,mr..phd42@gmail.com,East,United States,Toys,Action Figure,5.0,39.0,0.15,3.21,Debit Card,Delivered,2024-07-04,True
ORD-10210,2023-08-12,CUST1367,Holly Farmer,holly.farmer88@yahoo.com,North,United States,Beauty,Face Moisturizer,5.0,32.22,0.0,4.61,Gift Card,Returned,2024-08-31,True
ORD-11544,2024-09-29,CUST1734,Steven Stein,steven.stein62@yahoo.com,West,Canada,Apparel,Baseball Cap,3.0,53.57,0.0,5.2,Gift Card,Cancelled,2024-04-24,False
ORD-10340,2023-08-23,CUST1446,Brenda Wright,brenda.wright69@yahoo.com,South,United States,Electronics,Wireless Earbuds,4.0,151.7,0.0,4.88,Credit Card,Delivered,2023-01-20,False
ORD-10473,2024-01-04,CUST1765,Laura Griffin,laura.griffin59@hotmail.com,East,United States,Toys,Building Blocks Set,2.0,17.25,0.1,2.58,Paypal,Delivered,2024-03-23,True
ORD-10636,2023-03-16,CUST1233,Laura Roberts,laura.roberts73@outlook.com,South,United States,Apparel,Baseball Cap,3.0,66.26,0.25,1.61,Debit Card,Cancelled,2024-08-07,True
ORD-11006,2024-08-08,CUST1664,Renee Melendez,renee.melendez6@gmail.com,Central,Canada,Electronics,Bluetooth Speaker,6.0,248.77,0.2,19.62,Credit Card,Shipped,2023-07-12,False
ORD-11991,2023-08-16,CUST1010,Monica Herrera,monica.herrera21@outlook.com,East,Mexico,Toys,RC Car,3.0,16.29,0.05,22.09,Credit Card,Returned,2022-12-29,False
ORD-12778,2024-12-05,CUST1112,Julia Torres,,South,Mexico,Home & Kitchen,Throw Blanket,6.0,75.45,0.15,7.01,Credit Card,Pending,2022-01-27,False
ORD-12302,2024-04-25,CUST1531,Mark Jimenez,,West,United States,Apparel,Running Shoes,1.0,43.46,0.25,6.66,Debit Card,Cancelled,2024-03-21,False
ORD-10311,2023-06-01,CUST1523,Sarah King,sarah.king12@yahoo.com,Central,Canada,Beauty,Face Moisturizer,2.0,12.87,0.0,15.52,Debit Card,Returned,2022-09-16,False
ORD-12074,2024-03-18,CUST1076,Angela Lopez,angela.lopez95@yahoo.com,East,Canada,Toys,Board Game,2.0,53.94,0.15,8.48,Gift Card,Returned,2024-09-11,True
ORD-10723,2023-08-10,CUST1163,Jeffrey Johnson,jeffrey.johnson98@gmail.com,East,Canada,Apparel,Cotton T-Shirt,2.0,74.91,0.2,15.25,Debit Card,Returned,2023-06-28,False
ORD-10623,2024-02-10,CUST1832,Scott Alexander,scott.alexander97@outlook.com,South,Canada,Electronics,Webcam,1.0,142.11,0.0,24.71,Credit Card,Delivered,2023-06-18,False
ORD-10726,2023-09-29,CUST1066,Tracy House,tracy.house69@outlook.com,East,United States,Sports & Outdoors,Camping Tent,1.0,25.63,0.0,6.6,Gift Card,Pending,2021-02-26,False
ORD-12093,2024-03-12,CUST1761,Amanda Terrell,amanda.terrell22@gmail.com,North,United States,Toys,Building Blocks Set,2.0,36.87,0.0,13.09,Gift Card,Pending,2023-01-07,False
ORD-10246,2023-10-07,CUST1447,Shelly Spencer,shelly.spencer86@hotmail.com,East,Canada,Apparel,Running Shoes,6.0,26.57,0.0,12.69,Paypal,Delivered,2023-12-17,True
ORD-12456,2024-10-18,CUST1072,Brittney Phillips,brittney.phillips53@outlook.com,East,Canada,Toys,Action Figure,4.0,38.3,0.05,11.8,Credit Card,Shipped,2023-04-05,False
ORD-10073,2024-04-09,CUST1014,Dylan Miller,dylan.miller28@outlook.com,West,United States,Apparel,Running Shoes,2.0,40.57,0.1,11.97,Paypal,Shipped,2022-03-12,False
ORD-11090,2024-12-07,CUST1476,Robin Brown,robin.brown36@gmail.com,East,Canada,Beauty,Face Moisturizer,5.0,45.3,0.0,14.2,Credit Card,Cancelled,2024-02-09,False
ORD-10448,2024-03-11,CUST1395,Dana Chapman,dana.chapman81@yahoo.com,South,Canada,Home & Kitchen,Throw Blanket,1.0,94.09,0.25,24.09,Paypal,Returned,2021-05-20,False
ORD-11733,2023-01-16,CUST1818,Michael Poole,,North,United States,Beauty,Lipstick,4.0,16.99,0.0,14.55,Credit Card,Delivered,2021-07-04,False
ORD-13070,2023-03-26,CUST1022,Ethan Adams,ethan.adams81@outlook.com,Central,United States,Apparel,Cotton T-Shirt,1.0,29.42,0.1,12.43,Gift Card,Pending,2024-08-01,True
ORD-10846,2024-01-01,CUST1095,Anna Henderson,anna.henderson24@gmail.com,East,United States,Apparel,Denim Jacket,2.0,51.52,0.2,0.66,Debit Card,Cancelled,2022-06-17,False
ORD-12412,2024-04-24,CUST1026,Justin Baker,justin.baker69@yahoo.com,West,Canada,Sports & Outdoors,Water Bottle,5.0,25.09,0.0,20.31,Paypal,Delivered,2021-09-20,False
ORD-12576,2023-02-11,CUST1414,Erica Alvarez,erica@gmail.com,East,United States,Toys,Puzzle 1000PC,4.0,58.52,0.0,21.4,Paypal,Returned,2022-09-24,False
ORD-12256,2024-01-03,CUST1504,Katherine Martinez,katherine.martinez14@gmail.com,Central,Canada,Apparel,Wool Sweater,6.0,52.82,0.0,9.87,Paypal,Returned,2022-04-13,False
ORD-10194,2023-09-14,CUST1592,Jason Love,jason.love68@gmail.com,South,Canada,Electronics,Laptop Stand,6.0,233.24,0.15,10.69,Gift Card,Pending,2021-12-22,False
